EVENT_TYPE,comment,EVENT_ID
PROMISE_TO_PAY,PTP 17/11 BY ONLINE.,9118
PROMISE_TO_PAY,REASSIGNED BY HARDIK KADAKIA,11635
RINGING,RNG,26392
CASH_PICK_UP,PIC-UP ON 3/1,20151
RINGING,RINGING.,20802
PAID,PAID,11807
RINGING,RNG.,13582
NOT_CONTACTABLE,NO RNG,28374
RINGING,RNG,27096
NOT_CONTACTABLE,ASSIGNED TO AGENCY AG ENTERPRISES,18115
PAID,CM GIVEN 1 EMI,4273
RINGING,RNG,6753
NOT_CONTACTABLE,NOT CONTACTABLE / AGENCY VISITED RESIDENCE ADDRESS NOT FOUND,6249
PROMISE_TO_PAY,PTP 15/12,15934
PROMISE_TO_PAY,ASSIGNED TO AGENCY NATRAJ MOTOR,25393
NOT_CONTACTABLE,ASSIGNED TO AGENCY AG ENTERPRISES,11109
PAID,LINK SENT,21198
RINGING,RNG,27455
NOT_CONTACTABLE,NEW NO IS OUT OFF SERVICE.,13943
NOT_CONTACTABLE,CM MOB NO IS NOT REACCHABLE,21040
RINGING,RNG.,9689
PROMISE_TO_PAY,WILL BY ON 30TH ONLINE,5407
FOLLOW_UP,REASSIGNED BY HARDIK KADAKIA,8054
CASH_PICK_UP,PIC-UP,17964
PAID,CM PAID ONLINE,13690
NOT_CONTACTABLE,CM MOB NO BUSY,22334
PAID,CASH DEPOSITED,15680
RINGING,RNG,19010
PAID,CM HAS MADE THE PYMT OF RS 2607 THROUGH ONLINE ON 13/12,15312
CASH_PICK_UP,ARRANGE EXECUTIVE AT HIS RESI ADD ON 15/10,2705
NOT_CONTACTABLE,CM MOB NO BUSY,28238
FOLLOW_UP,CB,12630
FOLLOW_UP,CB,7924
RINGING,RNG.,15360
PROMISE_TO_PAY,PROMISE TO PAY BY CASH ON 20 DEC 2018,17085
PROMISE_TO_PAY,PTP 5/11 BY ONLINE.,6423
PROMISE_TO_PAY,PROMISE TO PAY BY CASH ON 28 DEC 2018,16988
RINGING,REASSIGNED BY HARDIK KADAKIA,11654
PAID,CM HAS MADE THE PYMT OF RS 5720 THROUGH CH ON 28/09,1734
PAID,CM GIVEN 1 EMI BY CASH,16157
PROMISE_TO_PAY,CM MAKE THE PAYMENT AFTER FEW DAYS,20747
PAID,CM HAS MADE THE PYMT OF RS 1840 THROUGH CASH DEPOSIT ON 07/01,21138
FOLLOW_UP,CALL BACK,4037
RINGING,REASSIGNED BY HARDIK KADAKIA,14829
NOT_CONTACTABLE,NC,12560
RINGING,RNG,26034
PAID,PAID,17272
PROMISE_TO_PAY,PTP ON 7TH OCTOBER 2018,1963
PAID,CM SAID HE MAKE THE PAYMENT BY ONLINE,17646
NOT_CONTACTABLE,NO  RINGING.,9164
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,27774
PAID,PIC-UP,12390
PROMISE_TO_PAY,CM MAKE THE PAYMENT,24448
FOLLOW_UP,SWITCH OFF .,3661
PROMISE_TO_PAY,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,20408
NOT_CONTACTABLE,CM MOB NO SWITCH OFF,10643
PAID,CM HAS MADE THE PYMT OF RS 2294 BY ONLINE ON 20/11,9878
CASH_PICK_UP,PIC-UP BOMBAY CENTRAL ON 27/12,18681
RINGING,RNG,11542
RINGING,RINGING.,24385
RINGING,CM MOB NO RINGING,14558
PAID,CM MAKE THE PAYMENT BY ONLINE NEFT  REF NO INWXXX-XXX-XXXX,18008
PROMISE_TO_PAY,PTP 21/11,9433
PAID,CM HAS MADE THE PYMT OF RS 5977 THROUGH ONLINE ON 15/11,9530
PAID,PAID,21312
PAID,CM HAS MADE THE PYMT OF RS 5977 THROUGH ONLINE ON 20/12,17453
PROMISE_TO_PAY,WILL PAY ON 6TH,13534
CASH_PICK_UP,ASSIGNED TO AGENCY AG ENTERPRISES,19017
CASH_PICK_UP,ARRANGE EXECUTIVE AT CHEMBUR..ON 21/12,17586
CASH_PICK_UP,PIC-UP.,11042
PROMISE_TO_PAY,CM COMING IN DIRECTLY OFFICE.,24256
NOT_CONTACTABLE,MOBILE NO IS OUT OF COVERAGE AREA & SWITCH OFF,3591
NOT_CONTACTABLE,NC,29388
PAID,CM HAS MADE THE PYMT OF RS 2203 THROUGH ONLINE ON 24/01,26394
RINGING,RNG,21447
RINGING,CM MOB NO RINGING,27727
RINGING,NOT RECEIVED CALL,5393
NOT_CONTACTABLE,CM MOB NO NOT REACHABLE,24328
RINGING,RNG,24971
RINGING,RNG,29397
PAID,CM GIVEN 1 EMI BY CASH,13482
FOLLOW_UP,REASSIGNED BY HARDIK KADAKIA,11631
NOT_CONTACTABLE,SWITCH OFF,20942
PAID,CM HAS MADE THE PYMT OF RS 3375 THROUGH AGENCY ON 29/10,5445
RINGING,RNG,28221
PAID,CM HAS MADE THE PYMT OF RS 1419 THROUGH AGENCY ON 10/01,22137
PROMISE_TO_PAY,PTP 23/11 BY ONLINE.,10342
NOT_CONTACTABLE,CM MOB NO RINGING,11059
PROMISE_TO_PAY,WILL PAY ON 19TH,8680
RINGING,RNG,16924
PAID,PAID,19772
PAID,CM GIVEN 1 EMI BY CASH,17368
CASH_PICK_UP,ASSIGNED TO AGENCY AG ENTERPRISES,10736
RINGING,RNG,15101
PAID,PAID,20294
RINGING,RNG,11545
PROMISE_TO_PAY,ASSIGNED TO AGENCY AG ENTERPRISES,22419
CASH_PICK_UP,ARRANGE EXECUTIVE AT RESI ADD  ON 28/01,26332
RINGING,RNG,5865
RINGING,CM MOB NO RINGING,21195
PAID,CM GIVEN 1 EMI BY CASH,17686
RINGING,REASSIGNED BY HARDIK KADAKIA,8265
CASH_PICK_UP,PIC-UP,13008
PROMISE_TO_PAY,PTP 15/11 BY ONLINE.,8697
NOT_CONTACTABLE,NC,5578
PROMISE_TO_PAY,CM SAID HE MAKE THE PAYMENT,23832
PROMISE_TO_PAY,WILL PAY ON 22,17264
RINGING,RNG,19318
RINGING,CM MOB NO RINGING,6796
PROMISE_TO_PAY,VISITED AT CM'S WORK ADD BUT CM NOT AVAILABLE . CM TACKING WITH EXU. SHE SAID  PTP 7/12 BY ONLINE.,13597
PROMISE_TO_PAY,WILL PAY ON 16TH,8902
NOT_CONTACTABLE,SWITCH OFF.,9803
NOT_CONTACTABLE,SWITCH OFF.,12025
RINGING,CM MOB NO RINGING,24440
PROMISE_TO_PAY,PROMISE TO PAY BY CASH ON 22 NOV 2018,10267
PAID,CM HAS MADE THE PYMT OF RS 2250 THROUGH AGENCY ON 10/12,14017
RINGING,RNG,16485
NOT_CONTACTABLE,NC,22723
NOT_CONTACTABLE,NC,2696
RINGING,RNG,22268
NOT_CONTACTABLE,CM MOB NO NOT REACHABLE,26973
NOT_CONTACTABLE,NC,22990
NOT_CONTACTABLE,WRONG NO.. THIS NO IS USHABEN..,4977
NOT_CONTACTABLE,NC,24609
PAID,PAID,20936
RINGING,RNG,26937
RINGING,RNG,24051
RINGING,RINGING.,24607
NOT_CONTACTABLE,CUSTOMER NO IS SWITCH OFF..,6106
RINGING,NOT RECEIVED CALL,3586
NOT_CONTACTABLE,CUSTOMER NO IS SWITCH OFF..,6131
PROMISE_TO_PAY,PROMISE TO PAY BY CASH  ON 26 DEC 2018,17763
RINGING,RNG,24137
RINGING,RNG,25219
NOT_CONTACTABLE,SWITCH OFF.,4209
PROMISE_TO_PAY,PTP 22/11 AT RESY ADD.,9761
NOT_CONTACTABLE,NC,26629
CASH_PICK_UP,PIC-UP,11906
RINGING,RNG,24612
CASH_PICK_UP,PIC - UP,5083
RINGING,RINGING FOR REF.NO.,16229
FOLLOW_UP,CM SAYS;'ALL EMI PAID TO KADAM.,9460
PAID,CM GIVEN 2 EMI BY,27587
NOT_CONTACTABLE,NO ANSWER.,4119
NOT_CONTACTABLE,NC,28933
NOT_CONTACTABLE,NC,11550
NOT_CONTACTABLE,NC,20077
RINGING,RNG,20607
RINGING,RNG,29417
PAID,CM GIVEN 1 EMI BY CASH,12472
RINGING,RNG.,24285
RINGING,CM MOB NO RINGING,18671
RINGING,ASSIGNED TO AGENCY AG ENTERPRISES,11113
RINGING,RNG.,8753
RINGING,LEFT MASSAGE WITH BROTHER (UTKARSH XXX-XXX-XXXX),19421
RINGING,RNG FOR ROHIT,18673
RINGING,RNG.,17607
NOT_CONTACTABLE,SWITCH OFF.,21096
CASH_PICK_UP,ASSIGNED TO AGENCY AG ENTERPRISES,10743
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,10790
PAID,CM GIVEN 1 EMI BY CASH,13707
PAID,CM HAS MADE THE PYMT OF RS 3377 THROUGH ONLINE ON  10/12,14493
FOLLOW_UP,CB 17/11,9033
NOT_CONTACTABLE,SWT,5718
RINGING,CM MOB NO RINGING,15614
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,14604
PAID,PAID BY CASH ON 23 OCT 2018,4236
PAID,CM GIVEN 1 EMI BY CASH,12194
NOT_CONTACTABLE,SWITCH OFF ..NOT CONTACTABLE,3623
PROMISE_TO_PAY,ASSIGNED TO AGENCY NATRAJ MOTOR,10845
CASH_PICK_UP,ASSIGNED TO AGENCY AG ENTERPRISES,10883
PROMISE_TO_PAY,CUSTOMER PAY TO  1 EMI IN 8/2/2019..,29297
PAID,PAID,6151
PROMISE_TO_PAY,PTP 13/12 AT THANE.,14935
FOLLOW_UP,STATEMENT SEND.,10377
NOT_CONTACTABLE,NC,27076
NOT_WILLING_TO_PAY,CUSTOMER BIKE GIVEN TO THIRD PERSON / PTP BROKING TOO MANY TIMES / NOT WILLING TO PAY,5621
PROMISE_TO_PAY,WILL PAY ON 11TH,20825
PROMISE_TO_PAY,CM WILL DO  PYMT ON 3/12,12069
NOT_CONTACTABLE,THIS NO IS NOT AVAILABLE.,16473
RINGING,REASSIGNED BY HARDIK KADAKIA,8052
PROMISE_TO_PAY,PTP 20/11 AT RESY ADD.,9513
FOLLOW_UP,CM WILL COME TO OFFICE ON MONDAY 26/11,10336
PROMISE_TO_PAY,PTP 26/11 AT RESY ADD.,11159
PROMISE_TO_PAY,PTP 24/11 BY ONLINE.,9444
PROMISE_TO_PAY,ASSIGNED TO AGENCY NATRAJ MOTOR,21647
RINGING,RNG,17231
PAID,PAID,10446
PAID,CM GIVEN 1 EMI BY CASH,5953
PROMISE_TO_PAY,EKRAR WILL MAKE PYMT BY ONLINE ON 21/11,9698
RINGING,"RNG SHAFIQ SHAKHI	XXX-XXX-XXXX",29090
PROMISE_TO_PAY,WILL PAY ON 3RD,11813
CASH_PICK_UP,ARRANGE EXECUTIVE AT HIS RESI ADD ON 12/12,14517
PROMISE_TO_PAY,PTP 5/2,28035
PROMISE_TO_PAY,PTP ON 28-12-18,19225
RINGING,RNG.,12020
NOT_CONTACTABLE,NC,22655
NOT_CONTACTABLE,NOT RECEIVED CALL &  I AM CALL HIM HE IS  ALWAYS CUT THE CALL,14198
RINGING,RNG,4887
NOT_CONTACTABLE,SWITCH OFF.,8688
PAID,PAID,27631
PROMISE_TO_PAY,PTP 25/10 BY ONLINE.,4756
FOLLOW_UP,CALL BACK,4006
CASH_PICK_UP,PIC-UP 15/12 AT RESY ADD.,15324
PAID,CM HAS MADE THE PYMT OF RS 4064 THROUGH AGENCY ON 20/12,17299
RINGING,RNG,9734
CASH_PICK_UP,ASSIGNED TO AGENCY AG ENTERPRISES,10675
RINGING,RNG.,9543
RINGING,RNG,27007
PROMISE_TO_PAY,PTP 26/10 AT RESY ADD.,4932
RINGING,RINGING.,23833
FOLLOW_UP,CALL BACK AGAIN,5611
PROMISE_TO_PAY,16-OCT-18 CM SAID SEND THE EXECUTIVE AND COLLECT THE PAYMENT .,2883
RINGING,CM MOB NO RINGING,4546
RINGING,RNG,4153
PROMISE_TO_PAY,CM WILL DO PYMT BY ONLINE ON 6/11,6384
CASH_PICK_UP,PTP ON 08-02-19,29786
FOLLOW_UP,CM WILL CONFIRM BY MONDAY 12/11,6800
PAID,PAID BY CASH ON 23 OCT 2018,4268
PAID,CM HAS MADE THE PYMT OF RS 2746 THROUGH AGENCY ON 05/01,20870
RINGING,RNG,23707
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,16106
RINGING,CM MOB NO RINGING,4774
CASH_PICK_UP,PIC-UP ON 23/1,24865
PROMISE_TO_PAY,WILL PAY ON 30TH,26904
PAID,PAID,12281
RINGING,CM NOT RECEING CALL,29854
CASH_PICK_UP,PIC-UP,12985
PROMISE_TO_PAY,WILL PAY ON 10TH,21008
FOLLOW_UP,CALL BACK AT 12.30  GIVEN BIKE ADDRESS AND CUSTOMER NUMBER,27421
NOT_WILLING_TO_PAY,"CM SAID SHE NOT RECEIVED RC BOOK , CM SPEAK TO MITALI MAM",29654
PROMISE_TO_PAY,WILL PAY ON 13TH,14895
PROMISE_TO_PAY,PTP ON 08-01-19,20417
PROMISE_TO_PAY,ASSIGNED TO AGENCY AG ENTERPRISES,14676
RINGING,RINGING.,24583
RINGING,RNG,17378
RINGING,CUSTOMER CALL NOT RECEIVE..,9036
FOLLOW_UP,REASSIGNED BY HARDIK KADAKIA,11595
PROMISE_TO_PAY,PTP ON 18-12-18 ( EMI + PENALTY ),14475
PAID,PAID,27843
PROMISE_TO_PAY,CUSTOMER PAY TO 1 EMI 19/12/2018..,16228
RINGING,RINGING.,24697
PAID,CM SAID SEND THE LINK,12949
RINGING,"TRACE THE CM'S RESIDENCE ADD, BUT THIS ADDRESS IS INCORRECT .",28877
PAID,NACH CLEAR,5092
RINGING,RNG,11379
PROMISE_TO_PAY,PTP 6/11 BY ONLINE.,6597
PAID,PAID,28978
PAID,CM GIVEN 1 EMI BY CASH,19232
PAID,CM MAKE THE ONLINE PAYMENT,16426
NOT_CONTACTABLE,THIS NO IS NOT IN SERVICE.,9760
PROMISE_TO_PAY,PTP ON 01-11-18  TWO EMI WILL BE PAY,4771
FOLLOW_UP,CALLED TO XXX-XXX-XXXX CUSTOMER FRIEND NUMBER HE WILL GO TOMMOROW AT HIS HOME AND TELL HIM TO PAY ALL THE EMI,13613
NOT_CONTACTABLE,CM MOB NO BUSY,21903
PAID,CASH DEPISITED,15701
NOT_CONTACTABLE,NC,25935
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,27326
NOT_CONTACTABLE,THIS NO IS NOT IN SERVICE.,22730
PAID,LINK,12884
RINGING,RNG.,10966
RINGING,RNG,28627
FOLLOW_UP,CM SAID AMOUNT WAS DEDUCTED FROM HIS ACCOUNT.9/11,6792
PAID,PAID BY CASH ON 22 OCT 2018,3987
RINGING,RNG,13602
PROMISE_TO_PAY,WILL PAY ON 19TH,24015
PROMISE_TO_PAY,PTP 13/11 BY ONLINE.,7879
PAID,PAID,27818
PROMISE_TO_PAY,PTP 8/12 AT RESY ADD.,13803
FOLLOW_UP,CM SAYS ALREADY 2 EMI PAID BY SUSHMA.,9504
NOT_CONTACTABLE,"REFERENCE	AMAR DUBEY	XXX-XXX-XXXX SAYS I HAVE CM'S CONTACT NUMBER.",25925
PAID,CM HAS MADE THE PYMT OF RS 3100 BY ONLINE ON 6/02,29200
PAID,PAYMENT LINK SENDED,27407
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI .,25510
PAID,CM GIVEN 1 EMI BY CASH,24912
NOT_CONTACTABLE,SWITCH OFF / CALLED TO  REFERENCE NO. HE WILL INFORM WHEN MEET,12017
NOT_CONTACTABLE,SWITCH OFF,20929
PAID,PAID,7093
PAID,CM GIVEN CHEQUE,17858
RINGING,CM MOB NO RINGING,23295
PAID,CM GIVEN 1 EMI,1701
PROMISE_TO_PAY,REASSIGNED BY HARDIK KADAKIA,14826
RINGING,RNG,26894
PAID,UPI/XXX-XXX-XXXX85/BIKE LOAN/TALEKAR.SANDESH/ALLAHAB CM PAY BY ONLINE,22623
PROMISE_TO_PAY,CM MAKE THE PAYMENT TOM,25997
NOT_CONTACTABLE,NC,22741
PROMISE_TO_PAY,PTP 20/10 ONLINE.,3652
PROMISE_TO_PAY,CM SAID HE MAKE THE PAYMENT,23428
RINGING,RNG.,22289
PROMISE_TO_PAY,PTP 22/11 BY DIRECTLY OFFICE.,10332
RINGING,RINGING / VISITED AT RESIDENCE ADDRESS NOT FOUND,6097
RINGING,RNG,19138
PAID,"6800	11/22/2018	MMT/IMPS/XXX-XXX-XXXX59/NIRAJ RATI/AXIS BANK LTD",21066
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,21479
NOT_CONTACTABLE,CM MOB NO NOT REACHABLE,2724
PROMISE_TO_PAY,PTP 20/11 AT RESY ADD.,8792
PAID,CM GIVEN 1 EMI BY CASH,14369
PROMISE_TO_PAY,CM SAID HE MAKE THE PAYMENT AFTER FEW DAYS NOT CONFORM ME DATE,14638
PAID,CM GIVEN 1 EMI BY CASH,25151
PROMISE_TO_PAY,PTP 13/11,7065
PROMISE_TO_PAY,PTP 28/11 AT RESY ADD.,11390
PROMISE_TO_PAY,WILL PAY ON 12TH,13918
PAID,PAID,19165
PAID,CM PAY 1 EMI BY ONLINE,5774
PAID,CM GIVEN 1 EMI BY CASH,22145
PAID,CM GIVEN 2 EMI 1 ADVANCE PAYMENT,1954
PAID,CM GIVEN 1 EMI BY CASH,24910
PROMISE_TO_PAY,WILL PAY  ON 19TH,8684
PAID,CM GIVEN 2  EMI BY CASH,18622
PAID,PAID,23858
CASH_PICK_UP,ARRANGE EXECUTIVE AT RESI ADD ON 14/01,23181
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,16825
RINGING,RNG,26613
RINGING,ASSIGNED TO AGENCY AG ENTERPRISES,19073
PROMISE_TO_PAY,CM WILL MAKE PYMT OF  1 EMI ON 1/12..AND ALSO HE WILL PROVIDE DETAILS OF AUG AND SEPT MONTHS RECEIPT DETAILS.28/11,11835
PROMISE_TO_PAY,PROMISE TO PAY BY CASH ON 3 NOV 2018,6325
NOT_CONTACTABLE,SWITCH OFF. VISITED AT CM'S RESIDENCE ADDRESS BUT CM IS NOT AVAILABLE . DOOR LOCK AND VEHICLE IS NOT AVAILABLE.,19652
RINGING,RNG,23050
PAID,CM GIVEN 1 EMI BY CASH,12597
RINGING,RNG.,27036
RINGING,CM MOB NO RINGING,3554
RINGING,RNG.,8289
RINGING,ASSIGNED TO AGENCY AG ENTERPRISES,14703
RINGING,RNG,25929
RINGING,RNG,27418
PAID,PAID,19814
CASH_PICK_UP,ARRANGE EXECUTIVE AT RESI ADD ON 24/12,17988
PAID,PAID,18503
PROMISE_TO_PAY,CM WILL DO PYMT BY ONLINE ON 22/10,3642
FOLLOW_UP,CM WILL CONFIRM BY 12/12,15062
RINGING,CUSTOMER CALL NOT RECEIVE..,5775
FOLLOW_UP,CM HAS MADE THE PYMT .HE SAID CBK AFTER 10 MINITS FORR DETAILS..29/11,11964
PAID,CM HAS MADE THE PYMT OF RS 8818 THROUGH AGENCY ON 9/01,21707
CASH_PICK_UP,PIC-UP ON 28/1/2019,26674
PAID,CM GIVEN 1 EMI BY CASH,27591
FOLLOW_UP,CM SAID CALL BACK,26279
PROMISE_TO_PAY,PROMISE TO PAY ON 29 OCT 2018,5530
NOT_CONTACTABLE,BUSY,11745
PAID,2100 CAM/CASH DEPOSIT/MUMBAI CHANDIVALI / CM GIVEN 2500 RS BY CASH 5-FEB-2019,28898
PROMISE_TO_PAY,PTP 7/2,26909
NOT_CONTACTABLE,CM MOB NO SWITCH OFF,11265
PAID,CM GIVEN 1 EMI BY CASH,23283
PAID,CM GIVEN 1 EMI BY CASH,16296
PAID,REASSIGNED BY HARDIK KADAKIA,8244
PROMISE_TO_PAY,PROMISE TO PAY BY CASH ON 20 DEC 2018,17008
PAID,PAYMENT LINK SENDED,21004
CASH_PICK_UP,REASSIGNED BY HARDIK KADAKIA,5150
PROMISE_TO_PAY,PTP 12/12 BY ONLINE.,14927
PAID,PAID,11407
NOT_CONTACTABLE,CUSTOMER MOB NO NOT CONTACK,14948
PROMISE_TO_PAY,CM SAID MAKE EMI MONDAY,28340
CASH_PICK_UP,PIC -UP,11805
NOT_CONTACTABLE,NC,26723
RINGING,RNG,22469
CASH_PICK_UP,ASSIGNED TO AGENCY AG ENTERPRISES,22377
RINGING,RNG. VISITED AT CM'S RESIDENCE ADD BUT CM IN JAIL . AND VEHICLE IS NOT AVAILABLE,28760
PROMISE_TO_PAY,PTP 11/12 BY ONLINE.,14460
PAID,CM HAS MADE THE PYMT OF RS 2244 THROUGH ONLINE ON 07/02,29439
RINGING,RNG,9539
NOT_CONTACTABLE,NOT IN SERVICE.,6292
PAID,CM HAS MADE THE PYMT OF RS 4743 THROUGH AGENCY ON 19/10,3366
NOT_WILLING_TO_PAY,REASSIGNED BY HARDIK KADAKIA,8021
PROMISE_TO_PAY,PROMISE TO PAY BY ONLINE ON 25 DEC 2018,16773
PAID,PAID,8758
PROMISE_TO_PAY,WILL PAY ON 25TH,3968
PAID,CM GIVEN 1 EMI,3287
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,25831
NOT_CONTACTABLE,MOBILE NO IS SWITCH OFF,3559
PAID,CM HAS MADE THE PYMT OF RS 2550 THROUGH AGENCY ON 18/01,24630
RINGING,RNG,24944
FOLLOW_UP,CALL BACK ON 24-11-18,10761
PAID,LINK SENT,15026
RINGING,RNG,23224
PAID,CM HAS MADE THE PYMT OF RS 6316 BY ONLINE ON 2/12,12481
PROMISE_TO_PAY,RNG FOR REFERENCE .,13889
NOT_CONTACTABLE,NC,29238
CASH_PICK_UP,PIC-UP,16634
NOT_CONTACTABLE,ASSIGNED TO AGENCY AG ENTERPRISES,18116
PROMISE_TO_PAY,WILL PAY ON 11,21011
NOT_CONTACTABLE,SWITCH OFF.,23691
RINGING,RNG,18241
FOLLOW_UP,CM SAID CALL BACK,27569
PROMISE_TO_PAY,CM SAID HE MAKE THE PAYMENT ON 3-DEC,12010
CASH_PICK_UP,PIC-UP.,12909
PROMISE_TO_PAY,PTP MONTH END.,18056
PROMISE_TO_PAY,PROMISE TO PAY BY CASH  ON 30 DEC 2018,19381
PROMISE_TO_PAY,CM WILL DO PYMT BY ONLINE ON 15/11,8699
RINGING,RNG,23001
PAID,PAID,15641
RINGING,CONTINUE RINGING.,14472
RINGING,ASSIGNED TO AGENCY NATRAJ MOTOR,11005
PAID,CM HAS MADE THE PYMT OF RS 1957 THROUGH AGENCY ON 28/01,26944
RINGING,RNG,20846
PAID,CM GIVEN 1 EMI BY CASH,18142
PAID,CM HAS MADE THE PYMT OF RS 2114 THROUGH AGENCY ON 14/01,23352
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLL THE EMI,7941
RINGING,RNG.,5319
PAID,LINK SENT,9762
PROMISE_TO_PAY,CUSTOMER PAY TO 1 EMI 4/11/2018..,5790
FOLLOW_UP,CM CB AFTER STATEMENT  CHECK.,9169
PROMISE_TO_PAY,WILL PAY ON 11TH,21620
PROMISE_TO_PAY,CM SAID MONDAY 2 EMI PAID,29897
PROMISE_TO_PAY,CM SAID HE MAKE THE PAYMENT ON 2-DEC,10639
RINGING,RINGING.,23381
PROMISE_TO_PAY,WILL PAY ON 14TH,15200
RINGING,RNG.,17003
CASH_PICK_UP,15-OCT-18 CM SAID SEND THE EXECUTIVE AND COLL THE EMI,2738
PAID,CM GIVEN 1 EMI BY CASH,12195
NOT_CONTACTABLE,NC,12477
PROMISE_TO_PAY,WILL PAY 3 EMI ON 13TH,13903
CASH_PICK_UP,PIC-UP ON 11/2,28275
PAID,CM HAS MADE THE PYMT OF RS 3400 THROUGH ONLINE ON 7/12,13701
RINGING,ASSIGNED TO AGENCY NATRAJ MOTOR,21870
NOT_CONTACTABLE,MOBILE NO IS NOT IN SERVICE,5395
PROMISE_TO_PAY,CM SAID HE MAKE THE PAYMENT TOM,27408
RINGING,XXX-XXX-XXXX RNG,23649
NOT_CONTACTABLE,CM MOB NO NOT REACHABLE,14195
CASH_PICK_UP,PIC-UP ON 15/1,23518
PROMISE_TO_PAY,XXX-XXX-XXXX  CM WILL COME TO OFFICE TODAY ON 14/01,23163
NOT_CONTACTABLE,NC,25937
PAID,CM GIVEN 1 EMI BY CASH,6083
FOLLOW_UP,HE WILL CALL BACK IN 1 HOUR,3440
PAID,CM HAS MADE THE PYMT OF RS 1373 THROUGH AGENCY ON 20/12,17294
PROMISE_TO_PAY,ASSIGNED TO AGENCY SHRUTI COLLECTION,17759
RINGING,RNG.,20005
RINGING,RNG,26662
RINGING,"CM SAYS , PENDING EMI PAID TO SUSHMA.",27203
PROMISE_TO_PAY,PTP ON 03-01-19,20098
RINGING,RNG,15669
NOT_CONTACTABLE,NC,23610
CASH_PICK_UP,CM SAID SEND THE EXECUTIVE AND COLLECT THE EMI,16222
NOT_CONTACTABLE,CUSTOMERS NO IS NOT REACHABLE SO AS REFERENCE NO.,6513
PAID,RECEIPT NO-876,5552
PROMISE_TO_PAY,WILL PAY ON 10TH,13872
PROMISE_TO_PAY,WILL PAY ON 22,17658
PAID,CM GIVEN 1 EMI BY CASH,16155
NOT_WILLING_TO_PAY,XXX-XXX-XXXX  CM SPK TO PAPER ISSUE AND CM SAYS TAKING WITH ASHISH SIR,15891
PROMISE_TO_PAY,WILL PAY ON 18TH,14893
RINGING,REASSIGNED BY HARDIK KADAKIA,23254
PAID,CM GIVEN 2 EMI BY CASH,27871
PAID,CM PAY ONLINE,6458
PROMISE_TO_PAY,PTP 29/11 BY ONLINE.,11965
NOT_CONTACTABLE,CM MOB NO SWITCH OFF,10341
PAID,PAID,11510
PAID,CM HAS MADE THE PYMT OF RS 2392 THROUGH AGENCY ON 27/12,18979
PAID,CM HAS MADE THE PYMT OF RS 2517 THROUGH AGENCY ON 31/12,19850
PAID,PAID,13123
RINGING,RNG,26006
NOT_CONTACTABLE,NC,23946
PAID,CM HAS MADE THE PYMT OF RS 5365 THROUGH ONLINE ON 12/12,15024
PAID,CHQ CLEAR,3958
PAID,CM GIVEN BY 1 EMI,2026
PAID,CM GIVEN 1 EMI BY CASH,27588
RINGING,XXX-XXX-XXXX  RNG,23033
PAID,"COLLECTED BY AGENCY
NOT DEPOSITED",3301
RINGING,NOT RECEIVED CALL,3541
RINGING,RNG.,20006
PROMISE_TO_PAY,PTP 18/1 BY ONLINE.,24138
PAID,CM HAS MADE THE PYMT OF RS 2433 THROUGH AGENCY ON 22/01,25506
RINGING,RNG.,6255
CASH_PICK_UP,PIC-UP.,6596
RINGING,RNG,19591
PROMISE_TO_PAY,PTP 29/10 AT RESY ADD.,5318
NOT_CONTACTABLE,ASSIGNED TO AGENCY NATRAJ MOTOR,11022
PAID,PAID,20517
PROMISE_TO_PAY,PTP 24/12,16606
FOLLOW_UP,ASSIGNED TO AGENCY AG ENTERPRISES,22368
PAID,PAID,8295
CASH_PICK_UP,PIC-UP ON 15/12,14470
NOT_CONTACTABLE,"ANAS AFZAR MAILK SAID, I HAVE NO NEW NUMBER FOR CM",17201
PROMISE_TO_PAY,CM SAID HE MAKE THE PAYMENT AFTER 10 DEC,12665
PAID,CM GIVEN BY 1 EMI,1254
RINGING,ASSIGNED TO AGENCY NATRAJ MOTOR,14859
PAID,CM GIVEN 1 EMI BY CASH,25945
PROMISE_TO_PAY,PTP 15/1,22798
PAID,CM HAS MADE THE PYMT OF RS 1778 THROUGH AGENCY ON 24/10,4432
FOLLOW_UP,ASSIGNED TO AGENCY NATRAJ MOTOR,25503
RINGING,RNG,23857
RINGING,RNG XXX-XXX-XXXX,20092
FOLLOW_UP,CM SAID CALL BACK,24799
RINGING,RNG,26041
NOT_CONTACTABLE,ASSIGNED TO AGENCY NATRAJ MOTOR,9787
RINGING,RNG,17171
